tweet_id,account_id,likes,replies,retweets,tweet,time,year_month_day
18423,185,37.0,0.0,4.0,what better way to start the school year off then with hurricane harvey amiright???,2017-08-23 20:16:00,2017-8-23
18576,186,1.0,2.0,0.0,Storm chaser ken reporting live on hurricane Harvey pic.twitter.com/Tg5G1k50t7,2017-08-23 20:11:00,2017-8-23
20436,205,0.0,0.0,0.0,http://ift.tt/2g4PSb4  Hurricane Harvey Panic #ATX,2017-08-23 17:40:00,2017-8-23
21363,214,0.0,0.0,0.0,Hurricane Harvey ,2017-08-23 15:49:00,2017-8-23
23787,238,2.0,1.0,0.0,I hope you plan to be out of IAH before the heavy rains from hurricane Harvey start.,2017-08-23 21:19:00,2017-8-23
25650,257,15.0,9.0,0.0,PSA: Videos/Streams will be iffy w/ Hurricane Harvey heading for Houston. Currently expecting to be down from Fri to Mon if/when it hits.,2017-08-23 19:38:00,2017-8-23
25684,257,0.0,0.0,0.0,- Powerball - Note 8 - Hurricane Harvey - Espn Robert Lee - UFC - Harley Davidson - Houston Weather - Wow Airlines,2017-08-23 23:06:00,2017-8-23
26211,263,0.0,0.0,0.0,Mr.President please be advised of poss of major weather event for Texas and NOLA on way of Hurricane Harvey. We know you'll be on the ball,2017-08-23 20:04:00,2017-8-23
26811,269,54.0,3.0,19.0,"so like

hypothetically speaking,,, 

if hurricane Harvey knocks out tamucc can I just get my Bachelors degree and my money back?!?!?!?? pic.twitter.com/zEQtgb3lkE",2017-08-23 07:03:00,2017-8-23
27297,273,1.0,0.0,1.0,"Survived tornadoes, wildfires, earthquakes, floods, blizzards, and over 115° heat. Not looking forward to a possible hurricane. #Harvey",2017-08-23 19:49:00,2017-8-23
28021,281,0.0,0.0,0.0,GoogleTrend 1:Powerball 2:Note 8 3:Hurricane Harvey 4:Espn Robert Lee 5:Harley Davidson 6:Houston Weather 7:UFC http://goo.gl/kRKiG ,2017-08-23 22:42:00,2017-8-23
28667,287,2.0,0.0,1.0,"It was 98°F yesterday... Sunday it's a high of 81°F... Hurricane Harvey bout to pour down this weekend, lol.",2017-08-23 14:22:00,2017-8-23
28969,290,0.0,0.0,0.0,"Hurricane Harvey?????? http://tokidou.com/537845/ 
Harvey storm 2017: Get the latest on its effect on the Texas coastpic.twitter.com/GDlBBbb13K",2017-08-23 21:34:00,2017-8-23
31923,320,9.0,1.0,0.0,Hurricane Harvey function this weekend @ Harvey's Tavern. Category 5 turn up.,2017-08-23 21:43:00,2017-8-23
32343,324,0.0,1.0,0.0,Hurricane Harvey just might bring this to fruition. https://twitter.com/_JustThierry/status/900360184350072832 ,2017-08-23 14:13:00,2017-8-23
33856,339,0.0,0.0,0.0,Ugh...hurricane Harvey..,2017-08-23 21:10:00,2017-8-23
33915,340,0.0,0.0,0.0,"Hurricane Harvey Keitel is Coming and Boy is He Pissed
 https://www.thankyouinterwebs.com/single-post/2017/08/23/Hurricane-Harvey-Keitel-is-Coming-and-Boy-is-He-Pissed 
#Harvey #HurricaneHarveyKeitel",2017-08-23 18:05:00,2017-8-23
36103,362,0.0,0.0,0.0,Hurricane Harvey about to pull up in Houston,2017-08-23 15:15:00,2017-8-23
36309,364,20.0,0.0,16.0,Hurricane Harvey & Chill?,2017-08-23 22:31:00,2017-8-23
38246,383,1.0,0.0,0.0,Popular on Google: * Powerball * Hurricane Harvey * Note 8 * Espn Robert Lee * Harley Davidson * UFC * Wow Airlines * Avery Bradley *,2017-08-23 21:35:00,2017-8-23
38471,385,197.0,0.0,70.0,"Me: I can't wait to move in and start my sophomore year!! 

Hurricane Harvey: pic.twitter.com/86FY4u4mW2",2017-08-23 19:01:00,2017-8-23
40659,407,0.0,1.0,0.0,@coldplay HURRICANE HARVEY IS HITTING HOUSTON TEXAS FRIDAY PLEASE POSTPONE pic.twitter.com/JTzhckXdcv,2017-08-23 15:37:00,2017-8-23
43452,435,0.0,0.0,0.0,Hurricane Harvey. Btw: I hope Harvey is well. https://twitter.com/washingtonpost/status/900430461746499585 ,2017-08-23 18:54:00,2017-8-23
45085,451,1.0,1.0,0.0,"That said: depending on NHC storm surge predictions (released at 12 CT) for to-be Hurricane Harvey, Trump may have another thing to fuck up",2017-08-23 15:21:00,2017-8-23
45434,455,2.0,1.0,1.0,Hurricane Harvey? Sounds about right @hayden_024 @MaddieAparicio,2017-08-23 22:02:00,2017-8-23
46644,467,10.0,1.0,6.0,Latent heat exchange over the warm waters of the gulf are brewing soon to be hurricane Harvey. #RapidIntensificationpic.twitter.com/Gi65E1333g,2017-08-23 23:55:00,2017-8-23
47440,475,8.0,0.0,2.0,Stay safe this weekend Corpus Christi & Houston! Hurricane Harvey headed your way! Prep now,2017-08-23 22:07:00,2017-8-23
50857,509,2.0,0.0,0.0,Vacation was postponed  thanks to possible hurricane Harvey.,2017-08-23 22:45:00,2017-8-23
51765,518,4.0,0.0,0.0,Not cool hurricane Harvey.. not cool.. ,2017-08-23 21:18:00,2017-8-23
52075,521,0.0,0.0,0.0,Eek. Hurricane Harvey go away! #louisiana doesn't want anymore floods.https://twitter.com/StormcastLive/status/900343764430065664 ,2017-08-23 14:49:00,2017-8-23
54212,543,5.0,0.0,1.0,As long as hurricane Harvey don't mess up the fight for me on Saturday. I have direct tv and it don't take much to fuck up the connection ,2017-08-23 21:50:00,2017-8-23
54969,550,2.0,0.0,0.0,"Breaking ""Hurricane Harvey Headed To Houston Texas"" https://youtu.be/fO54GXsU868  via @YouTube",2017-08-23 19:10:00,2017-8-23
55943,560,0.0,0.0,0.0,Bout to go to the store & stack up on snacks before hurricane Harvey hit,2017-08-23 22:05:00,2017-8-23
56331,564,5.0,0.0,2.0,So this crazy stuff is going down in central Texas!  Hurricane Harvey!  #HurricaneHarveypic.twitter.com/heGxuNyiNc,2017-08-23 00:35:00,2017-8-23
57027,571,0.0,0.0,0.0,Best case scenario for TS/Hurricane Harvey - weather too bad to go to work but not too bad to run out for more beer. ,2017-08-23 13:37:00,2017-8-23
58337,584,0.0,0.0,0.0,#hot - Powerball - Espn Robert Lee - Hurricane Harvey - Note 8 - Harley Davidson - UFC - Wow Airlines - Carmelo,2017-08-23 19:34:00,2017-8-23
59705,598,1.0,0.0,0.0,"Though that said, ""Hurricane Harvey"" does sound terrifying. it has that ring to it. https://twitter.com/PepperGii/status/900492184079806465 ",2017-08-23 22:58:00,2017-8-23
59763,598,1.0,1.0,0.0,@MossieLeZurche so it looks like Hurricane Harvey is heading in our direction. First hurricane to hit Texas since 2008,2017-08-23 20:35:00,2017-8-23
60611,607,7.0,1.0,2.0,I got you https://twitter.com/alisssareneee/status/900209797789831168 ,2017-08-23 17:46:00,2017-8-23
61775,618,0.0,0.0,0.0,Hurricane Harvey ,2017-08-23 21:34:00,2017-8-23
65573,656,2.0,0.0,1.0,Potential Hurricane #Harvey is headed straight for my backyard.  Great.pic.twitter.com/kgMCykSviA,2017-08-23 16:34:00,2017-8-23
66389,664,0.0,0.0,0.0,"Hurry Hurricane Harvey, it's hot here! :)",2017-08-23 05:54:00,2017-8-23
67094,671,9.0,0.0,0.0,Yesterday my dad and I swam in the Gulf of Mexico during hurricane Harvey. The worst thing that happened was his foot got cut by a crab,2017-08-23 23:51:00,2017-8-23
67362,674,5.0,0.0,1.0,"Running from Hurricane Harvey like... 

#HoustonHurricane #Hurricane #Harvey #Houston #Texaspic.twitter.com/jrMXNgLfpv",2017-08-23 16:47:00,2017-8-23
67826,679,0.0,0.0,0.0,Awww SHIT! The boys are gonna lock themselves in for Hurricane #Harvey and record! Here's an episode in the meantimehttps://nrqpodcast.com/2017/06/04/episode-45-bull-sharks-and-aids/ ,2017-08-23 16:04:00,2017-8-23
69188,692,0.0,0.0,0.0,http://bit.ly/view  * Powerball * Espn Robert Lee * Hurricane Harvey * Note 8 * Harley Davidson * UFC * Wow Airlines * Carmelo Anthony,2017-08-23 19:27:00,2017-8-23
70021,701,0.0,0.0,0.0,I added a video to a @YouTube playlist http://youtu.be/yzsHg3s18F4?a  ALERT NEWS Hurricane Harvey Headed To Houston Texas,2017-08-23 19:38:00,2017-8-23
70608,707,73.0,3.0,27.0,@ hurricane Harvey u gon catch these hands boy you're the reason I can't move in tmw,2017-08-23 19:03:00,2017-8-23
70740,708,1.0,0.0,0.0,"This ""Hurricane Harvey"" is scheduled to bring us tons of rain right when I'm supposed to be moving  Let's not.",2017-08-23 23:59:00,2017-8-23
70842,709,0.0,1.0,0.0,@coldplay HURRICANE HARVEY IS HITTING HOUSTON TEXAS. Please postpone the concert Friday night. It's super dangerous :( pic.twitter.com/smjp6ZrePO,2017-08-23 15:35:00,2017-8-23
75155,752,9.0,1.0,0.0,When you lowkey didn't want school to start so Hurricane Harvey runs up on your island to threaten it pic.twitter.com/xliwxMkkw5,2017-08-23 01:39:00,2017-8-23
75684,757,11.0,0.0,0.0,This is gonna be me on Friday looking for wifi to do my work after hurricane Harvey hits!  pic.twitter.com/b6nAE4n2AV,2017-08-23 03:52:00,2017-8-23
75938,760,2.0,1.0,0.0,tell me why i'm more excited about hurricane harvey than i was the eclipse,2017-08-23 20:16:00,2017-8-23
75986,760,1.0,0.0,2.0,Hurricane Harvey messed up our plans ,2017-08-23 23:08:00,2017-8-23
76017,761,1.0,0.0,0.0,i almost went blind on monday bc of the solar eclipse and now i'm about to dorothy my ass into hurricane harvey... will i survive senior yr?,2017-08-23 21:02:00,2017-8-23
76946,770,4.0,0.0,0.0,Saw the news and heard about that Hurricane Harvey near you @Vixella. Hope everything works out and doesn't strike! ,2017-08-23 21:14:00,2017-8-23
80277,803,0.0,0.0,0.0,GoogleTrend 1:Powerball 2:Espn Robert Lee 3:Hurricane Harvey 4:Note 8 5:Harley Davidson 6:UFC 7:Wow Airlines http://goo.gl/kRKiG ,2017-08-23 19:36:00,2017-8-23
80483,805,7.0,0.0,2.0,S/O to hurricane Harvey!! I hate you,2017-08-23 18:32:00,2017-8-23
80917,810,0.0,0.0,0.0,Thanks hurricane Harvey for messing up my move in day... ,2017-08-23 20:02:00,2017-8-23
81936,820,6.0,0.0,0.0,dorian wants hurricane harvey to ruin my school pic.twitter.com/7XaUMfXmaw,2017-08-23 16:34:00,2017-8-23
81950,820,2.0,0.0,0.0,me: *dodges hurricane all summer*                                               1 week before I leave for school: hurricane harvey pic.twitter.com/0xO2kDbQsX,2017-08-23 22:54:00,2017-8-23
83137,832,0.0,0.0,0.0,As Hurricane Harvey approaches us. Do you have your emergency kit prepared? #10-15inches #flashlights #bottledwater #dryfood #firstaidkithttps://twitter.com/BillBishopKHOU/status/900427392413511680 ,2017-08-23 20:16:00,2017-8-23
83895,839,4.0,0.0,1.0,Be prepared for Hurricane Harvey! He's swirling towards Texas! pic.twitter.com/yviRIvP2ca,2017-08-23 18:17:00,2017-8-23
87472,875,0.0,0.0,1.0,Hurricane Harvey supposed to hit Saturday y'all really tryna have those parties?,2017-08-23 19:51:00,2017-8-23
89078,891,0.0,0.0,1.0,"Due to Hurricane Harvey, all move-ins are not happening this weekend.  {#URL=""http://safety.tamucc.edu/Hurricane.html ""#}",2017-08-23 18:43:00,2017-8-23
89740,898,0.0,0.0,0.0,Hunker down Houston  Hurricane Harvey might be heading our way. #hurricane #hurricaneharvey https://www.instagram.com/p/BYJuxDllKiu/ ,2017-08-23 21:51:00,2017-8-23
90474,905,1.0,0.0,0.0,Hurricane Harvey ya bishhh,2017-08-23 19:20:00,2017-8-23
90580,906,0.0,0.0,0.0,Storm chaser ken reporting live on hurricane Harvey pic.twitter.com/k0dPLYgpRE,2017-08-23 20:14:00,2017-8-23
91396,914,2.0,0.0,0.0,hurricane #harvey hits my house everyday,2017-08-23 19:44:00,2017-8-23
93685,937,2.0,0.0,0.0,Hurricane Harvey needs to be cancelled,2017-08-23 18:37:00,2017-8-23
93901,940,1.0,0.0,0.0,http://bit.ly/view  * Powerball * Hurricane Harvey * Note 8 * Espn Robert Lee * Harley Davidson * UFC * Wow Airlines * Avery Bradley *,2017-08-23 21:33:00,2017-8-23
94143,942,0.0,0.0,0.0,So how about hurricane Harvey  this is going to be bad,2017-08-23 17:12:00,2017-8-23
95158,952,1.0,0.0,0.0,Bring it on hurricane Harvey we will see how tough you are,2017-08-23 18:48:00,2017-8-23
96224,963,2.0,0.0,0.0,Wow this hurricane Harvey could put a real dent in my weekend plans,2017-08-23 18:45:00,2017-8-23
96237,963,9.0,0.0,0.0,Time to get a little pre hurricane #Harvey practice in this afternoon! Bring the energy and focus! #RefugioFootball #RollCats,2017-08-23 18:54:00,2017-8-23
97214,973,0.0,0.0,0.0,#LALATE: #Hurricane Harvey: Texas Struck by TD #ProjectedPath http://dlvr.it/Ph5Hc5 pic.twitter.com/EHiepmlc0O,2017-08-23 16:44:00,2017-8-23
100711,1008,0.0,1.0,0.0,Looks like we're going to dance with TS/Hurricane Harvey this weekend. Should be good times...,2017-08-23 17:34:00,2017-8-23
101109,1012,1.0,1.0,0.0,Hope hurricane Harvey doesn't fuck up my chances on watching the fight.,2017-08-23 20:04:00,2017-8-23
101116,1012,0.0,0.0,0.0,Some tracks look like Hurricane Harvey could head toward DFW pic.twitter.com/lCciNqyMtW,2017-08-23 00:42:00,2017-8-23
102005,1021,2.0,0.0,2.0,From an eclipse to a hurricane  #Harvey #houstonweather,2017-08-23 22:21:00,2017-8-23
102529,1026,0.0,0.0,0.0,- Powerball - Espn Robert Lee - Hurricane Harvey - Note 8 - Harley Davidson - UFC - Wow Airlines - James Clapper,2017-08-23 20:06:00,2017-8-23
102642,1027,0.0,0.0,0.0,Btw hurricane Harvey is supposed to hit my area this weekend. WELP there goes my chance to meet my idols... PEACE OUT FAM I'M PROLLY DEAD,2017-08-23 03:04:00,2017-8-23
103390,1034,0.0,0.0,0.0,ALERT NEWS Hurricane Harvey Headed To Houston Texas: http://youtu.be/mcpymEYJIPo?a  via @YouTube,2017-08-23 19:38:00,2017-8-23
104458,1045,0.0,0.0,0.0,Breaking News Today HURRICANE HARVEY redevelops INTO A TROPICAL DEPRESSION EXTREMELY DANGEROUS FLOOD https://youtu.be/sPB19pp9hxg ,2017-08-23 16:36:00,2017-8-23
105425,1055,0.0,0.0,0.0,Hurricane Harvey ain't playing lol,2017-08-23 19:20:00,2017-8-23
108180,1082,0.0,1.0,0.0,Hurricane Harvey turned and became a completely different storm?? Almost like it's..... Two faced....  https://twitter.com/capitalweather/status/900388005705285632 ,2017-08-23 16:16:00,2017-8-23
108530,1086,9.0,0.0,2.0,if hurricane harvey doesn't beat my ass i'm gonna b upset,2017-08-23 19:44:00,2017-8-23
108732,1088,1.0,0.0,2.0,Hurricane Harvey better simmer tf down I'm just trying to get my life together damn,2017-08-23 20:17:00,2017-8-23
109796,1098,0.0,0.0,0.0,"My boss wants me to work during Hurricane Harvey

Fuck that",2017-08-23 20:55:00,2017-8-23
110295,1103,0.0,0.0,0.0,WX INFO: Here are 5 possible ways to find information on an approaching tropical storm or hurricane. #harvey #rgvwx #rgv #txwx #spihttps://twitter.com/NWSBrownsville/status/900195738789040136 ,2017-08-23 06:03:00,2017-8-23
110402,1105,0.0,0.0,0.0,"Old school tweet:

Harvey Martin > Hurricane #harvey",2017-08-23 22:00:00,2017-8-23
111138,1112,1.0,0.0,0.0,@MikeTaylorShow punch Hurricane Harvey and give him the F U.,2017-08-23 17:16:00,2017-8-23
112335,1124,0.0,1.0,0.0,But this is area went through Rita on '05 & Ike in '08. Tropical Storm/Hurricane Harvey's nothing compared to those 2.,2017-08-23 13:11:00,2017-8-23
115123,1152,0.0,0.0,0.0,"I had warned you all about Hurricane Harvey... tell Bob to get himself ready for a trip to the Texas Gulf Coast, Producer Kerry.",2017-08-23 15:28:00,2017-8-23
115223,1153,0.0,0.0,0.0,WE DONT HAVE SCHOOL ON FRIDAY!!!! SHOUT OUT TO HURRICANE HARVEY!!!,2017-08-23 23:15:00,2017-8-23
115315,1154,0.0,0.0,0.0,Quick check on supplies before Tropical Storm/Hurricane Harvey comes ashore:  1 bag of Saints Blend Community... http://fb.me/7DnKGdb2k ,2017-08-23 20:31:00,2017-8-23
117858,1179,1.0,0.0,0.0,Beware my dog aka hurricane Harvey pic.twitter.com/z2dTpdyCca,2017-08-23 21:54:00,2017-8-23
118431,1185,0.0,0.0,0.0,"Hurricane Harvey headed toward Texas..... I guess God does ""punish sinners"".",2017-08-23 16:40:00,2017-8-23
118593,1186,1.0,0.0,0.0,"Hourly #Data on #Google #Trend - Powerball, Hurricane Harvey, Note 8, Espn Robert Lee, ...",2017-08-23 21:25:00,2017-8-23
118606,1187,0.0,0.0,0.0," #LALATE  #BREAKINGNEWS
#Harvey to become #HurricaneHarvey Friday Near #Texas, #Louisiana ""Hurricane Harvey""
http://news.lalate.com/2017/08/23/hurricane-harvey-projected-path-strikes-texas-louisiana/ ",2017-08-23 23:22:00,2017-8-23
118789,1188,2.0,1.0,1.0,"me: wow i wonder why the weather is so bad this weekend
hurricane harvey:
me: oh.",2017-08-23 18:53:00,2017-8-23
119181,1192,0.0,0.0,0.0,I got to work 20 min early!  That's y Hurricane Harvey is on his way! ,2017-08-23 12:58:00,2017-8-23
119241,1193,2.0,0.0,0.0,You better believe I will be tracking Hurricane #Harvey.,2017-08-23 19:47:00,2017-8-23
122795,1228,1.0,0.0,0.0,#CalmBeforeTheStorm - Waiting out 16 year old's driving test causing more worry than pending doom of Hurricane Harvey!,2017-08-23 22:20:00,2017-8-23
124036,1241,25.0,0.0,5.0,Hurricane Harvey better flood the creek ,2017-08-23 22:38:00,2017-8-23
124091,1241,1.0,0.0,0.0,"Gas in cars, Canned-Dry food stocked, Bottled Water on Standby. Tropical Storm/Hurricane Harvey. We got you covere http://ift.tt/2xsEXv4 pic.twitter.com/ojfvHpNE3U",2017-08-23 13:46:00,2017-8-23
124093,1241,1.0,0.0,1.0,"What to Do Before the Tropical Storm or Hurricane #Harvey #Houston #Rain #Flood #BePrepared #Roofer #Cypress
http://www.nws.noaa.gov/om/hurricane/plan.shtml pic.twitter.com/FQv8SE2HKc",2017-08-23 17:00:00,2017-8-23
124661,1247,0.0,0.0,0.0,So what's up with this hurricane? Hurricane Harvey?,2017-08-23 04:50:00,2017-8-23
126723,1268,0.0,0.0,0.0,Hurricane Harvey 2017 Arkansas before happens video pic.twitter.com/jruTxhC183,2017-08-23 22:57:00,2017-8-23
128236,1283,0.0,0.0,0.0,Idk how to feel about Hurricane Harvey. Media hype? lol,2017-08-23 22:33:00,2017-8-23
129119,1292,0.0,0.0,0.0,Tropical Storm Harvey or Hurricane Harvey coming to flood Houston!!!  ARG!!!!! pic.twitter.com/fuzXC8w0TJ,2017-08-23 17:33:00,2017-8-23
129231,1293,0.0,0.0,1.0,"Now is the time to prepare for Hurricane Harvey.
 Review your emergency plan.
 Know your hurricane evacuation... http://fb.me/5OZdOzJ37 ",2017-08-23 21:18:00,2017-8-23
129318,1294,0.0,0.0,0.0,Wasn't really planning on going home this weekend but hurricane Harvey just gave me a 3 day weekend ,2017-08-23 22:44:00,2017-8-23
129753,1298,0.0,0.0,0.0,The latest Simone's 3D Tour Galleries News Magazine! http://paper.li/MissSimone4U/1396755272?edition_id=8537d640-885b-11e7-97d4-0cc47a0d164b  #hurricane #harvey,2017-08-23 23:33:00,2017-8-23
130473,1305,0.0,0.0,0.0,If this Hurricane Harvey happens on my birthweekend im,2017-08-23 13:44:00,2017-8-23
130648,1307,30.0,1.0,4.0,Move in day is cancelled... f u hurricane Harvey,2017-08-23 18:36:00,2017-8-23
131406,1315,1.0,0.0,2.0,"#KnowYourZone
#Surge #Hurricane #HARVEY #HOUwx #GLSwx #TXwxpic.twitter.com/AV0piUl2yv",2017-08-23 15:53:00,2017-8-23
133800,1339,4.0,0.0,0.0,Hurricane Watches issued for the Texas coast for possible later Hurricane Harvey. Will make landfall around 7 am Saturday. Still to watch. pic.twitter.com/HA4KNdq6np,2017-08-23 16:04:00,2017-8-23
133944,1340,3.0,0.0,2.0,hopefully hurricane harvey will come and sweep me and my problems away :)),2017-08-23 01:26:00,2017-8-23
134946,1350,0.0,0.0,0.0,Fuck hurricane harvey,2017-08-23 23:52:00,2017-8-23
135112,1352,1.0,0.0,0.0,"Hurricane Harvey - City of Sunny Isles Beach, Miami-Dade County, Florida, USA 
Hurricane Harvey - City of Sunny Isles Beach, Miami-Dade Cou pic.twitter.com/2jWgFYRtbr",2017-08-23 19:23:00,2017-8-23
135867,1359,0.0,0.0,0.0,Hurricane #Harvey expected to hit Texas to take down historical monuments that offend him.,2017-08-23 15:34:00,2017-8-23
136069,1361,18.0,0.0,0.0,reaction to hurricane harvey projected towards texas pic.twitter.com/HCssQttU4K,2017-08-23 20:42:00,2017-8-23
136892,1369,0.0,0.0,0.0,Maybe Hurricane Harvey will do the trick.,2017-08-23 21:23:00,2017-8-23
138306,1384,12.0,3.0,2.0,"Hurricane Harvey or white supremacists, which one should Houston fear more this weekend
MY COLUMN",2017-08-23 16:42:00,2017-8-23
141598,1416,30.0,0.0,4.0,"Hurricane Harvey literally goes up the coast from Corpus Christi to Houston

So I'm just gonna take this as a sign to quit college",2017-08-23 18:23:00,2017-8-23
141955,1420,1.0,0.0,0.0,"Hurricane Harvey - City of Sunny Isles Beach, Miami-Dade County, Florida, USA 
Hurricane Harvey - City of Sunny Isles Beach, Miami-Dade Cou pic.twitter.com/BEU3eZm13w",2017-08-23 19:23:00,2017-8-23
142032,1421,1.0,0.0,0.0,"yo i get hurricane harvey wants to have his time pero like,,,, i got my coldplay concert friday,,,,, i need it to chill",2017-08-23 22:55:00,2017-8-23
143672,1437,0.0,2.0,0.0,@ColdplayOracle Did you hear about our possible hurricane here in Houston? HURRICANE HARVEY! What are the chances!? #HoustonWeHaveAProblem?,2017-08-23 22:02:00,2017-8-23
144698,1447,591.0,1.0,336.0,"TAMUCC: we're going to start the semester on a Monday instead of Wednesday this year 
Hurricane Harvey: lol bitch u thought pic.twitter.com/EHlAOcbm3Y",2017-08-23 05:11:00,2017-8-23
147716,1478,2.0,0.0,0.0,Damn hurricane Harvey.,2017-08-23 18:56:00,2017-8-23
148572,1486,0.0,0.0,0.0,I gotta say Hurricane Harvey is a a fantastic name. Hope everybody stays safe,2017-08-23 19:31:00,2017-8-23
150236,1503,6.0,0.0,4.0,#Texas coast in for some serious rainfall this week as TS/Hurricane #Harvey arrives this Friday https://www.theweathernetwork.com/us/news/articles/harvey-92l-impact-on-texas-and-florida/85344/ pic.twitter.com/JNQE9ckM6E,2017-08-23 19:46:00,2017-8-23
150812,1509,0.0,0.0,0.0,"So, now I'm under a Hurricane Watch! #Hurricane #Harvey",2017-08-23 15:58:00,2017-8-23
151345,1514,0.0,0.0,0.0,"Last I heard Hurricane Harvey regressed back into a Tropical Storm, have I missed any changes?",2017-08-23 23:18:00,2017-8-23
151358,1514,0.0,0.0,0.0,"Hey Hurricane Harvey, your possibly going to prevent me from seeing my favorite band in Houston. We are not on good terms rn..",2017-08-23 13:44:00,2017-8-23
155303,1554,0.0,0.0,0.0,Hurricane Harvey is making people drive even more crazy than normal ,2017-08-23 23:21:00,2017-8-23
155943,1560,0.0,0.0,0.0,ima be so inactive if hurricane #harvey hits us :(,2017-08-23 21:14:00,2017-8-23
156063,1561,4.0,7.0,0.0,"Well folks, it appears we might have a little predicament on our hands, by the name of Hurricane Harvey, & I I live right on the gulf coast",2017-08-23 17:15:00,2017-8-23
156395,1564,0.0,0.0,0.0,are y'all releasing the hurricane Harvey dlc on Friday for us on the Texas coast?? if so hopefully it doesn't lag,2017-08-23 18:30:00,2017-8-23
157136,1572,1.0,0.0,0.0,Why I'm jus now finding out about Hurricane Harvey..? Ig bc I'm bout to be on 6th street like ,2017-08-23 22:41:00,2017-8-23
157547,1576,5.0,5.0,0.0,||. Evacuating later tonight. Hurricane Harvey will most likely be hitting us sometime tomorrow. Please send your prayers. Thank you.,2017-08-23 18:16:00,2017-8-23
158579,1586,1.0,0.0,0.0,"We need better hurricane names. Nobody wants their home destroyed by Hurricane Harvey. ""Hurricane Agamemnon got my house"" sounds better. pic.twitter.com/wkzDeRNDv6",2017-08-23 19:28:00,2017-8-23
159775,1598,1.0,0.0,0.0,Hurricane Harvey gonna get Houston sautéed boys,2017-08-23 02:38:00,2017-8-23
160779,1608,0.0,0.0,0.0,Popular on Google: * Powerball * Note 8 * Hurricane Harvey * Espn Robert Lee * UFC * Harley Davidson * Houston Weather * Wow Airlines *,2017-08-23 23:48:00,2017-8-23
162073,1621,0.0,0.0,0.0,New level of Texanification unlocked: I think I just felt an urge to drive somewhere in the path of a rainy hurricane #Harvey,2017-08-23 19:35:00,2017-8-23
